company_id,trades,pnl_sum,pnl_mean,pnl_std
506,14,-345.48239430269047,-24.677313878763606,64.14199882172132
507,19,-33219.50113686905,-1748.3947966773183,5053.7903252126125
508,4,-3169.934744899134,-792.4836862247835,559.8324521937033
509,4,-116077.96745807587,-29019.49186451897,53170.6286236506
510,28,-2070.900972319584,-73.96074901141371,165.84973702052588
511,1,-625.2669619903952,-625.2669619903952,
512,3,-7320.813899393816,-2440.271299797939,9188.392260153554
513,33,-81875.57681213209,-2481.078085216124,16950.439719600792
514,20,-282.5247806012701,-14.126239030063505,111.42789582397552
516,7,-331.4636382772562,-47.35194832532232,47.461118035855456
518,4,-197.26955069755707,-49.317387674389266,623.4019874595562
520,22,-8332.353391152144,-378.7433359614611,1535.411153780813
521,18,-1411.4438708326927,-78.41354837959403,287.5978651829313
522,1,46.70985670248091,46.70985670248091,
523,17,-7420.553070769583,-436.5031218099755,1438.5033460088598
524,16,-9751.117827703378,-609.4448642314611,1964.6473867560287
525,7,-387.7663446741278,-55.39519209630397,131.8197709619561
527,1,200.18510015348963,200.18510015348963,
528,1,6.672836671782988,6.672836671782988,
530,2,109.27908243370948,54.63954121685474,20.651083506303415
531,7,-147575.07050298052,-21082.152928997217,38812.69201950012
532,2,19370.23595622706,9685.11797811353,13162.072284323267
533,12,3146.398330520578,262.1998608767148,955.518303386887
534,20,-9382.621779163108,-469.1310889581554,991.9897102259001
535,1,189.06370570051797,189.06370570051797,
536,16,-176.34027898900362,-11.021267436812726,14.232740127446787
537,1,13.345673343565975,13.345673343565975,
539,2,201.366768689903,100.6833843449515,114.07735928404523
540,27,-442.8235163715382,-16.400870976723635,99.15803589792777
542,8,-1076.893988957148,-134.6117486196435,568.298949264316
543,1,522.7055392896674,522.7055392896674,
544,8,-226.10283147911372,-28.262853934889215,76.728375238919
545,2,7933.397070359525,3966.6985351797625,5581.448417934502
546,9,-64.43345392374682,-7.159272658194092,31.29510572137639
547,14,-389.1292164488727,-27.794944032062336,59.32281360514482
548,17,-353.56214571101395,-20.797773277118466,51.146382781367194
551,10,52.509457328946525,5.250945732894652,31.366943130559804
552,2,4082.15880068129,2041.079400340645,2336.041229465815
553,2,198.9554289009482,99.4777144504741,126.69372382444946
554,21,-2026.6291933226205,-96.50615206298193,372.7383753879946
555,1,6405.923204911668,6405.923204911668,
556,4,-5180.024323988229,-1295.0060809970573,2589.7943448078477
557,2,42362.010363817375,21181.005181908688,2759.831092268225
558,22,-1835.9940780752574,-83.45427627614806,246.98623253958152
560,4,494.73251966817645,123.68312991704411,476.8006863471919
561,2,-40.444145959451646,-20.222072979725823,47.47196210869886
562,28,-9735.377234311367,-347.6920440825488,1176.8800598778894
563,3,-18259.957378726886,-6086.652459575628,21846.338593208136
564,1,166.8209167945747,166.8209167945747,
567,20,-2022.4985188329763,-101.12492594164881,312.3533370461989
570,1,13.345673343565975,13.345673343565975,
572,1,6.672836671782988,6.672836671782988,
574,4,-3392.7506334049053,-848.1876583512263,1247.2381446741801
575,3,-58.32101647587399,-19.44033882529133,48.04394946911125
578,12,-237.19349068115682,-19.766124223429735,52.46759127966828
583,9,-5437.697616081013,-604.1886240090014,738.7177449426039
